                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3166,                 5.1576,                0.86303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018269,             0.00018269,             0.00018269
                      2,                 1.2457,                 3.4932,                0.82233,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003552,              0.0003552,              0.0003552
                      3,                 1.1355,                 2.7322,                0.81788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      4,                 1.0704,                 2.3091,                0.81614,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      5,                 1.0889,                 2.0792,                0.82155,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037559,             0.00037559,             0.00037559
                      6,                 1.0425,                 1.8784,                0.80451,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036179,             0.00036179,             0.00036179
                      7,                 1.0208,                  1.803,                0.80256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034799,             0.00034799,             0.00034799
                      8,                  1.026,                 1.6331,                0.79936,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033419,             0.00033419,             0.00033419
                      9,                0.97229,                 1.4721,                 0.7975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032039,             0.00032039,             0.00032039
                     10,                0.99112,                 1.4321,                0.79815,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030658,             0.00030658,             0.00030658
                     11,                 0.9495,                 1.3254,                0.78981,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029278,             0.00029278,             0.00029278
                     12,                0.93856,                 1.2209,                0.79182,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027898,             0.00027898,             0.00027898
                     13,                0.93854,                 1.1638,                0.78943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026518,             0.00026518,             0.00026518
                     14,                0.92996,                  1.112,                0.78791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025138,             0.00025138,             0.00025138
                     15,                0.95161,                 1.1009,                0.78482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023757,             0.00023757,             0.00023757
                     16,                0.90771,                 1.0315,                0.78953,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022377,             0.00022377,             0.00022377
                     17,                 0.8981,                0.97401,                0.78308,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020997,             0.00020997,             0.00020997
                     18,                0.88987,                0.92703,                0.78301,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019617,             0.00019617,             0.00019617
                     19,                 0.8971,                0.92196,                0.78207,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018237,             0.00018237,             0.00018237
                     20,                0.88903,                0.89405,                0.78345,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016856,             0.00016856,             0.00016856
                     21,                0.88436,                0.93425,                0.77897,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015476,             0.00015476,             0.00015476
                     22,                0.88446,                0.91863,                0.77756,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014096,             0.00014096,             0.00014096
                     23,                0.85795,                0.86214,                0.77579,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012716,             0.00012716,             0.00012716
                     24,                0.85087,                0.83797,                0.77004,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011336,             0.00011336,             0.00011336
                     25,                0.84615,                0.82875,                 0.7753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9554e-05,             9.9554e-05,             9.9554e-05
                     26,                0.83157,                0.79176,                0.77113,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.5752e-05,             8.5752e-05,             8.5752e-05
                     27,                0.81639,                0.77772,                0.77066,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              7.195e-05,              7.195e-05,              7.195e-05
                     28,                0.81847,                0.76015,                0.76906,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8148e-05,             5.8148e-05,             5.8148e-05
                     29,                0.81419,                0.74329,                0.76827,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4346e-05,             4.4346e-05,             4.4346e-05
                     30,                0.79902,                0.72518,                0.76134,                0.93887,                0.68426,                0.76207,                0.50753,                0.83507,                0.49489,                0.75009,             3.0544e-05,             3.0544e-05,             3.0544e-05
